สถาบัน,วิทยาเขต,รหัสหลักสูตร,คณะ,หลักสูตร,รายละเอียด,สาขา/วิชาเอก,รหัสรับร่วม,รับ,สมัคร,ผ่าน(รอบ1),ผ่าน(รอบ2),คะแนนต่ำสุด,คะแนนสูงสุด,คะแนนต่ำสุด หลังประมวลผลรอบ 2,คะแนนสูงสุด หลังประมวลผลรอบ 2
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกการศึกษาพิเศษ เลือกสอบวิชาสังคมศึกษา,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,2735,7,71,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชาศิลปศึกษา วิชาเอกศิลปศึกษา,ศิลปศึกษา,0,7,141,7,7,65.3135,72.4525,65.3135,72.4525
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกภาษาจีน,มัธยมศึกษา,0,7,168,7,7,71.9804,77.7054,71.7276,77.7054
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกการศึกษาพิเศษ เลือกสอบวิชาภาษาไทย,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,2735,7,239,6,6,73.7041,75.7513,73.7041,75.7513
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกฟิสิกส์,มัธยมศึกษา,0,9,202,9,9,54.5442,62.0944,51.6444,62.0944
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกภาษาอังกฤษ,มัธยมศึกษา,0,11,777,11,11,84.1388,88.1110,84.1388,88.1110
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกเคมี,มัธยมศึกษา,0,18,259,18,18,48.4944,56.8220,48.2054,53.8277
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกชีววิทยา,มัธยมศึกษา,0,18,320,18,18,62.5444,76.0933,62.5444,76.0933
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (วิทยาศาสตร์) วิชาเอกวิทยาศาสตร์ทั่วไป,มัธยมศึกษา,0,18,359,18,18,62.6809,69.8699,62.0366,69.8699
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกจิตวิทยาการปรึกษาและแนะแนว เลือกสอบวิชาวิทยาศาสตร์ประยุกต์,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,2734,20,69,1,1,74.8625,74.8625,74.8625,74.8625
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกจิตวิทยาการปรึกษาและแนะแนว เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,2734,20,108,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกจิตวิทยาการปรึกษาและแนะแนว เลือกสอบวิชาสังคมศึกษา,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,2734,20,225,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกสังคมศึกษา,มัธยมศึกษา,0,20,390,20,20,70.5500,78.8166,69.9110,78.8166
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกจิตวิทยาการปรึกษาและแนะแนว เลือกสอบวิชาภาษาไทย,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,2734,20,823,19,19,74.1735,78.0707,74.1735,78.0707
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกการศึกษานอกระบบโรงเรียน เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,การศึกษานอกระบบโรงเรียน,2733,28,76,5,5,65.1138,67.6597,65.1138,67.6597
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกการศึกษานอกระบบโรงเรียน เลือกสอบวิชาสังคมศึกษา,การศึกษานอกระบบโรงเรียน,2733,28,300,23,23,65.1444,71.2860,65.1444,71.2860
